Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
294.0,-0.745,0.446,1.714,-0.147,-0.244,-0.963,0.567,-0.045,0.274,-0.687,-0.789,-0.214,-1.215,-0.057,-0.7,-0.096,-0.08,-0.625,-0.376,-0.221,-0.149,-0.441,0.089,0.708,-0.571,0.037,-0.042,0.182,33.33,0
297.0,1.168,0.284,0.428,1.382,-0.058,-0.157,0.133,-0.071,0.142,-0.153,-0.368,1.054,0.854,-0.131,-0.202,-0.77,0.207,-1.099,-0.374,-0.13,-0.091,0.025,-0.072,0.122,0.697,-0.316,0.047,0.018,6.86,0
297.0,1.171,0.111,0.359,0.211,-0.561,-1.409,0.355,-0.353,-0.118,-0.227,0.309,0.85,0.796,0.269,0.902,0.073,-0.194,-1.161,0.121,0.059,-0.455,-1.452,0.266,0.716,-0.033,0.285,-0.081,0.025,54.75,0
297.0,-1.148,0.368,2.77,-0.357,-0.268,0.323,-0.109,0.453,0.167,-0.752,1.034,0.563,-0.97,-0.203,-0.749,0.177,-0.251,-0.078,-0.665,-0.166,0.063,0.168,-0.195,0.229,0.108,0.222,-0.109,0.09,6.2,0
297.0,1.146,0.004,0.772,0.917,-0.569,-0.282,-0.162,-0.025,0.479,-0.291,-0.119,1.136,0.735,-0.33,-0.246,-0.765,0.427,-1.23,-0.302,-0.098,-0.046,0.174,-0.015,0.481,0.461,0.417,0.008,0.015,12.31,0
298.0,1.218,0.078,0.534,0.844,-0.536,-0.702,0.007,-0.153,0.422,-0.205,-0.615,0.621,0.239,-0.122,-0.24,-0.295,0.017,-0.746,0.214,-0.088,-0.225,-0.467,0.004,0.438,0.461,0.267,-0.022,0.015,13.99,0
298.0,1.331,-0.716,-0.006,-0.528,-0.88,-0.676,-0.462,-0.043,-0.439,0.589,-0.636,-1.546,-2.16,0.262,0.258,0.335,1.024,-1.845,0.462,-0.073,0.169,0.416,-0.132,0.068,0.634,-0.031,-0.012,0.0,36.0,0
300.0,0.007,1.24,0.417,0.53,0.942,-0.56,1.503,-0.752,0.013,1.619,1.238,0.446,0.156,-0.153,0.076,-0.571,-0.861,0.33,0.745,0.557,-0.047,0.721,-0.142,0.02,-0.666,-0.49,0.158,-0.332,1.91,0
302.0,1.074,-0.17,0.791,1.129,-0.586,0.071,-0.415,0.058,0.503,-0.037,-1.178,-0.026,0.451,-0.09,1.464,0.925,-1.017,0.606,-0.415,0.087,0.1,0.148,-0.185,-0.461,0.424,-0.318,0.046,0.047,90.0,0
302.0,-0.986,1.733,0.858,0.179,-0.794,-0.088,-1.267,-4.922,0.01,-0.003,0.072,0.947,0.474,0.362,0.797,0.238,0.037,-0.606,-0.418,-0.991,4.333,-2.331,0.568,0.639,0.868,0.181,0.226,0.179,9.99,0
303.0,1.254,1.218,-2.149,1.156,1.814,-0.238,0.624,-0.06,-0.739,-1.448,1.662,0.273,0.801,-3.395,0.634,1.299,2.195,1.725,-0.4,0.042,-0.21,-0.464,-0.371,-1.645,0.963,-0.201,0.056,0.072,2.95,0
303.0,1.031,-0.168,0.777,1.072,-0.337,0.557,-0.446,0.157,0.395,-0.101,-0.838,0.427,1.123,-0.199,1.64,0.601,-0.778,0.072,-0.778,0.099,0.136,0.319,-0.164,-0.753,0.374,-0.291,0.067,0.045,90.0,0
304.0,1.05,0.066,0.059,0.285,0.636,1.473,-0.377,0.579,-0.182,-0.297,2.247,1.048,-0.137,0.062,1.536,-0.481,0.841,-1.607,-1.332,-0.212,-0.141,-0.305,0.206,-1.398,-0.093,0.227,0.042,0.002,1.98,0
305.0,0.44,-0.95,-0.113,2.573,0.15,1.545,0.214,0.278,-0.374,0.478,-0.328,0.387,-0.173,0.092,-1.173,0.45,-0.58,0.069,-0.3,0.594,0.136,-0.275,-0.555,-1.278,0.554,0.133,-0.053,0.058,379.63,0
307.0,-2.658,-3.015,2.272,-1.218,1.547,-1.682,-1.525,0.088,-0.761,0.621,0.672,0.045,0.019,-0.296,0.135,-0.394,-0.98,1.979,-1.147,-0.017,-0.213,-0.588,0.321,-0.013,-0.234,0.742,-0.505,0.394,52.9,0
307.0,1.169,-0.032,1.012,1.354,-0.876,-0.321,-0.443,0.053,0.868,-0.155,-0.926,0.133,-0.561,-0.167,0.116,-0.07,-0.157,0.067,-0.229,-0.174,0.084,0.452,-0.134,0.408,0.633,-0.214,0.056,0.029,9.97,0
308.0,1.104,-0.379,0.699,0.174,-0.918,-0.418,-0.394,0.062,0.436,-0.084,1.11,0.808,-0.417,0.142,-0.181,0.353,-0.362,0.109,0.396,0.021,0.008,-0.016,-0.051,0.399,0.202,0.992,-0.074,0.007,60.0,0
309.0,1.24,0.603,-0.258,1.32,-0.051,-1.217,0.235,-0.193,0.056,-0.539,-0.118,-0.539,-0.937,-0.872,1.159,0.548,0.723,0.579,-0.575,-0.164,-0.063,-0.154,-0.109,0.247,0.661,-0.324,0.026,0.049,1.0,0
309.0,1.031,-0.089,0.421,0.621,0.33,1.352,-0.288,0.412,0.313,-0.414,0.441,1.314,0.767,-0.122,0.784,-1.587,1.184,-2.762,-1.339,-0.184,-0.098,0.077,0.123,-0.899,0.167,0.394,0.053,0.001,14.6,0
310.0,-1.236,-0.687,2.093,0.601,0.782,-1.167,-0.675,0.233,0.501,-0.565,-1.05,0.092,-0.198,-0.278,-0.043,0.357,-0.654,0.382,-0.975,0.13,0.379,0.841,0.15,0.392,-0.542,-0.532,0.186,0.23,7.8,0
310.0,-1.013,0.512,0.837,0.408,2.079,4.693,-0.294,0.898,0.919,0.322,-1.05,0.186,-0.422,-1.029,-1.321,-1.141,0.253,-0.218,2.059,0.208,-0.471,-0.88,-0.148,1.003,0.118,-0.461,-0.272,0.012,22.09,0
310.0,-0.729,-0.021,1.415,1.234,-0.24,0.482,1.316,-0.011,-0.361,-0.131,1.064,0.069,-1.637,0.331,-0.498,-0.938,0.296,-0.052,0.62,0.44,0.154,0.339,0.372,0.172,-0.231,-0.363,-0.067,-0.067,222.5,0
311.0,1.09,-0.27,1.236,0.702,-0.856,0.485,-0.804,0.359,0.674,-0.115,1.179,1.192,-0.103,-0.173,-0.244,0.069,-0.144,-0.184,-0.109,-0.119,-0.011,0.152,0.046,0.053,0.149,0.329,0.029,0.014,11.5,0
311.0,1.182,-0.148,1.249,0.862,-1.077,-0.3,-0.615,0.065,0.907,-0.245,-0.706,0.523,0.199,-0.438,0.183,0.155,-0.183,-0.255,-0.042,-0.091,-0.09,-0.057,0.03,0.438,0.26,0.316,0.018,0.028,8.58,0
312.0,-0.719,-0.124,1.979,0.503,-0.732,0.395,0.28,0.118,-1.446,0.267,-0.726,-0.115,0.57,-0.264,0.618,-2.115,0.488,1.054,-0.602,-0.058,-0.17,-0.126,0.203,0.041,-0.027,-0.232,0.135,0.133,140.6,0
312.0,0.231,-2.0,0.555,0.601,-1.551,0.242,-0.133,0.106,1.249,-0.702,-0.683,0.316,-0.645,-0.281,0.085,-0.317,0.477,-0.905,-0.043,0.834,0.08,-0.61,-0.309,0.167,-0.138,0.922,-0.113,0.094,493.44,0
312.0,-0.988,0.476,1.673,1.178,0.73,-0.403,0.308,0.255,-1.046,0.155,1.794,0.702,-0.319,0.685,0.877,-0.447,0.096,-0.395,0.796,0.393,-0.319,-1.132,0.234,0.14,0.073,-0.638,0.232,0.063,33.26,0
313.0,-0.907,1.104,1.288,1.244,-0.068,0.214,0.324,0.436,-0.437,0.179,1.122,0.703,-0.758,0.399,-0.436,-1.026,0.539,-0.183,0.949,0.028,0.023,0.4,-0.049,0.22,-0.163,-0.287,0.015,-0.105,15.08,0
313.0,-1.038,0.756,0.72,0.988,-0.237,-0.379,0.414,0.437,-0.448,-0.347,-0.786,-0.999,-1.968,1.05,1.489,-0.373,0.35,-0.036,0.11,-0.344,0.19,0.478,0.298,0.029,-0.3,-0.294,-0.01,0.039,68.0,0
315.0,-0.404,0.503,1.057,0.742,0.538,-0.003,0.458,0.22,0.172,-0.421,-1.606,-1.16,-2.446,0.436,-0.107,-0.599,0.204,-0.331,-0.022,-0.233,-0.002,0.049,-0.076,-0.488,-0.395,-0.415,0.183,0.169,11.46,0
315.0,-1.015,0.445,2.259,0.337,-0.492,-0.65,0.542,-0.202,0.492,0.013,-0.172,0.718,0.856,-0.891,-0.241,-0.435,-0.084,-0.326,-0.144,0.399,0.091,0.829,-0.106,1.006,-0.099,0.397,0.308,0.099,69.99,0
317.0,1.384,-0.729,0.562,-0.902,-0.832,0.299,-1.087,0.112,-0.392,0.551,-0.9,-0.672,0.834,-0.55,1.397,1.452,-0.038,-1.031,0.224,0.13,0.355,1.02,-0.204,-0.844,0.493,0.039,0.054,0.015,19.99,0
317.0,-0.378,0.532,1.498,-1.451,0.245,-0.649,0.849,-0.16,-0.194,-0.484,0.811,-0.157,-1.177,0.277,-0.153,0.72,-1.029,0.294,-0.195,-0.088,-0.037,-0.084,-0.185,0.033,-0.396,0.723,-0.166,-0.124,7.69,0
318.0,1.491,-0.246,-0.386,-0.781,-0.34,-1.111,-0.004,-0.411,-1.203,0.672,-0.578,-0.481,0.769,-0.028,0.396,0.845,0.195,-1.509,0.82,0.109,0.162,0.441,-0.23,-0.057,0.88,-0.055,-0.025,-0.003,10.0,0
322.0,1.202,0.108,0.592,0.566,-0.642,-0.817,-0.127,0.004,-0.026,0.142,1.438,0.414,-1.143,0.714,0.463,0.502,-0.523,0.05,0.103,-0.175,-0.208,-0.704,0.165,0.494,0.115,0.069,-0.041,0.008,1.79,0
322.0,1.187,0.009,1.094,1.221,-0.677,0.095,-0.518,0.078,0.811,-0.223,-1.106,0.72,0.876,-0.539,0.131,0.187,-0.472,0.007,-0.029,-0.069,-0.086,-0.002,-0.076,-0.096,0.506,-0.38,0.077,0.035,9.99,0
322.0,1.066,0.038,0.169,0.991,-0.354,-0.144,-0.293,0.221,0.45,-0.631,1.563,0.548,-1.24,-1.138,-0.594,-0.006,1.291,0.132,-0.162,-0.126,-0.088,-0.098,-0.057,0.139,0.379,0.412,0.005,0.033,29.56,0
323.0,-0.704,0.341,1.74,-1.662,0.872,-0.007,0.923,-0.576,0.448,0.264,0.302,-0.59,-0.979,-0.415,0.228,0.864,-1.561,0.57,0.263,0.018,-0.207,-0.321,-0.335,-0.813,-0.265,0.689,-0.904,-0.58,0.77,0
323.0,-0.851,0.696,2.072,0.928,-0.032,0.649,0.151,0.44,-0.564,0.058,0.977,-0.109,-0.924,0.459,1.325,0.005,-0.235,0.783,0.59,0.301,0.212,0.592,-0.211,-0.342,0.282,-0.067,0.339,0.138,52.0,0
324.0,-0.622,0.657,1.094,0.055,0.746,-0.974,0.387,-0.01,-0.352,-0.473,-0.66,-0.107,0.438,-0.483,0.927,0.518,-0.19,0.023,0.114,0.261,-0.26,-0.799,0.0,-0.2,-0.062,0.105,0.23,0.102,0.89,0
325.0,1.409,-0.384,0.256,-0.703,-0.764,-0.732,-0.351,-0.286,-1.032,0.629,-0.668,0.479,1.89,-0.237,0.845,-1.101,-0.339,0.838,-0.585,-0.344,-0.498,-0.919,0.056,-0.067,0.208,0.93,-0.048,0.011,17.24,0
327.0,1.163,0.269,0.163,0.943,-0.003,-0.422,0.213,-0.126,-0.397,0.142,1.169,1.256,0.89,0.392,0.147,0.302,-0.847,0.345,0.026,0.002,0.088,0.237,-0.191,0.042,0.72,-0.332,0.009,0.014,36.71,0
328.0,-4.236,-4.46,1.382,1.117,6.044,-3.498,-2.741,0.372,-0.214,-0.242,-1.682,0.605,1.703,0.075,0.565,0.515,-1.185,0.382,-0.28,1.394,0.397,-0.433,0.613,-1.016,0.63,-0.498,-0.095,0.208,2.5,0
330.0,-0.387,0.953,1.852,1.623,-0.603,0.205,0.439,-0.313,0.359,0.585,-0.453,0.748,1.511,-0.926,0.644,-0.975,0.188,0.119,1.456,0.299,0.141,0.997,-0.206,0.481,-0.224,-0.106,-0.104,-0.071,55.76,0
330.0,1.208,-0.007,0.361,0.779,-0.405,-0.504,0.009,-0.124,0.479,-0.206,-0.975,0.382,0.075,-0.094,-0.187,-0.177,-0.1,-0.598,0.345,-0.054,-0.24,-0.56,-0.055,0.06,0.494,0.289,-0.027,0.014,32.38,0
331.0,1.22,0.33,0.518,0.823,-0.681,-1.391,0.058,-0.205,0.082,-0.266,0.313,0.109,-0.435,-0.143,1.117,0.35,0.22,-0.403,-0.395,-0.136,-0.26,-0.778,0.203,0.862,0.126,0.063,-0.026,0.035,0.89,0
332.0,1.084,0.128,1.39,2.533,-0.637,0.651,-0.685,0.357,-0.053,0.672,0.363,0.483,-0.481,-0.137,-0.924,0.938,-0.758,0.466,-0.428,-0.151,-0.055,-0.089,-0.012,-0.026,0.291,-0.039,0.033,0.023,11.34,0
333.0,-2.977,0.782,2.882,-1.628,-1.368,1.657,-1.185,-5.394,1.719,2.373,0.711,0.99,-0.109,-2.462,-2.821,-2.151,0.187,1.039,-0.478,-0.879,3.656,-1.929,0.191,0.533,0.297,0.89,-0.123,-0.544,75.0,0
333.0,-1.686,-1.509,1.258,-0.115,0.749,-0.82,0.12,0.216,0.016,-0.651,0.438,0.569,-0.355,0.083,-0.997,0.623,-0.898,0.531,-0.42,0.648,0.368,0.307,0.686,-0.004,-0.545,0.172,0.011,0.214,216.0,0
335.0,-0.78,1.396,1.781,-0.187,0.954,-0.511,1.419,-0.943,0.412,0.221,0.132,-0.543,0.811,-2.916,1.285,0.541,0.244,0.716,-0.175,0.65,-0.304,-0.06,-0.547,-0.216,0.325,0.291,-0.53,-0.669,1.03,0
335.0,1.296,1.012,-3.192,0.471,3.35,2.433,0.19,0.622,-0.557,-1.487,1.022,-0.735,-0.334,-3.207,1.276,1.37,2.216,1.798,-0.465,0.086,-0.263,-0.825,-0.245,0.675,1.011,-0.279,0.041,0.091,4.8,0
336.0,-0.895,0.562,2.818,-0.719,0.223,0.796,0.465,-0.002,0.388,-0.195,1.025,1.004,0.576,-0.997,-0.788,0.083,-0.717,-0.177,-0.439,0.216,-0.117,0.221,-0.38,-0.246,0.203,0.321,-0.174,-0.332,7.72,0
339.0,0.503,0.93,-0.858,2.043,-1.506,-1.0,-1.991,0.461,-1.124,-1.975,2.946,-2.15,-0.646,-2.239,0.292,-2.213,-5.4,-1.445,0.368,0.167,0.38,-0.062,-0.012,0.48,0.532,-0.441,0.461,0.22,2.0,0
339.0,1.203,-1.465,0.703,-1.463,-1.463,0.495,-1.369,0.237,-1.938,1.455,1.711,0.189,0.906,-0.31,0.609,-0.554,0.665,-0.14,-0.907,-0.171,0.104,0.576,-0.034,-0.279,0.146,-0.072,0.068,0.026,98.0,0
340.0,1.27,-0.608,0.373,0.234,-0.721,0.396,-0.842,0.216,-0.734,1.037,-0.272,-0.622,-0.968,0.396,0.621,-0.436,-0.945,2.606,-0.66,-0.498,-0.263,-0.439,-0.159,-0.922,0.449,-0.243,0.047,0.019,47.0,0
340.0,1.195,0.195,0.618,0.65,-0.475,-0.716,-0.027,-0.073,0.057,-0.103,0.254,0.428,-0.015,0.337,1.287,-0.073,-0.011,-1.067,-0.598,-0.153,-0.212,-0.59,0.21,0.388,0.093,0.105,-0.014,0.018,0.99,0
341.0,-0.269,-0.233,1.025,-2.129,1.566,3.863,-0.732,0.808,-1.23,0.484,-0.067,-1.268,0.283,-0.583,1.554,1.338,-0.247,-0.178,1.49,0.508,0.344,0.922,-0.411,1.053,0.399,0.071,-0.07,-0.149,22.0,0
341.0,1.022,0.111,0.449,1.041,-0.214,-0.231,0.103,0.038,-0.319,0.076,1.805,1.256,0.173,0.559,0.444,-0.033,-0.348,-0.377,-0.444,-0.033,-0.044,-0.235,0.033,0.198,0.331,-0.559,0.023,0.025,62.63,0
342.0,0.78,-0.416,0.088,1.348,-0.066,0.414,0.247,0.073,-0.052,-0.06,0.965,1.411,0.426,0.176,-0.807,-0.432,-0.132,-0.404,-0.019,0.252,0.049,-0.059,-0.288,-0.263,0.626,-0.332,0.003,0.037,197.63,0
343.0,1.005,0.424,0.58,2.477,-0.124,-0.364,0.298,-0.104,-1.231,0.812,1.494,1.159,0.886,0.365,-0.376,0.692,-0.823,0.033,-0.822,0.058,0.129,0.195,-0.12,0.558,0.517,-0.004,-0.028,0.026,75.83,0
344.0,-3.496,-4.088,2.025,-0.74,1.128,-1.232,-0.087,0.158,1.678,-1.947,-0.742,0.468,-0.679,-0.447,0.122,-1.075,0.221,-0.228,-0.027,1.634,0.362,-0.173,1.28,0.013,0.761,-0.828,-0.299,-0.062,456.71,0
346.0,1.508,-1.093,0.36,-1.771,-0.914,0.679,-1.38,0.148,-1.97,1.519,0.578,0.157,1.954,-0.597,0.336,0.034,-0.095,0.577,-0.078,-0.234,-0.047,0.361,-0.138,-1.122,0.438,-0.022,0.073,0.003,6.0,0
346.0,-0.928,0.672,1.925,0.274,1.041,0.137,0.361,0.143,-0.682,-0.651,-0.79,0.43,1.441,-0.131,1.209,0.118,-0.576,-0.332,-0.163,0.164,-0.115,-0.424,-0.195,-0.784,0.31,-0.513,0.085,0.082,5.0,0
346.0,1.077,0.285,0.008,1.657,0.052,0.446,-0.407,0.356,0.626,-0.929,1.094,0.58,-0.862,-2.224,-1.11,0.172,1.724,0.698,-0.154,-0.143,-0.174,-0.174,-0.153,-0.466,0.611,-0.253,0.09,0.055,10.99,0
347.0,-1.531,1.4,-0.587,2.175,-2.138,-0.502,-1.215,0.957,-1.867,-2.311,2.77,-2.361,-0.529,-2.003,0.62,-2.489,-4.888,-1.07,1.336,0.806,0.558,0.085,0.403,0.454,0.203,-0.313,0.527,0.203,204.03,0
348.0,-0.344,0.54,1.025,-0.372,1.037,1.262,0.473,0.227,0.248,-0.086,-0.611,-0.042,-0.575,-0.273,-0.883,-0.151,-0.575,0.274,0.918,0.141,-0.112,0.17,-0.415,-1.66,-0.055,0.455,0.202,-0.054,3.99,0
351.0,1.205,0.008,0.954,1.141,-0.491,0.297,-0.504,0.085,0.796,-0.232,-1.368,0.742,1.187,-0.609,0.129,0.275,-0.61,0.088,0.096,-0.036,-0.104,-0.046,-0.124,-0.43,0.559,-0.36,0.077,0.032,12.99,0
352.0,-0.703,1.211,0.714,1.146,0.197,0.468,0.205,0.627,-0.296,-0.309,-1.646,-0.352,-0.683,0.43,0.32,-0.819,0.536,-0.277,1.038,0.016,-0.053,0.044,-0.185,-0.776,0.022,-0.166,0.298,0.128,13.99,0
352.0,-1.046,0.72,1.603,0.608,0.461,-1.423,0.266,-0.141,-0.517,-0.201,0.218,0.256,0.589,-0.458,1.242,-0.026,0.357,-0.225,0.525,0.122,-0.231,-0.53,-0.106,0.705,-0.35,0.146,0.29,0.16,2.67,0
353.0,1.136,0.084,0.27,1.21,0.005,0.318,-0.083,0.191,0.158,0.063,0.751,0.743,-0.847,0.381,-0.694,-0.398,-0.067,-0.29,0.049,-0.204,-0.077,-0.063,-0.111,-0.306,0.652,-0.308,0.03,0.002,12.87,0
353.0,0.151,-3.002,0.824,0.232,-2.621,0.129,-0.755,0.096,0.638,0.096,-1.221,-0.993,-1.332,-0.754,-0.566,0.934,0.806,-0.95,0.641,1.18,0.522,0.32,-0.591,0.448,0.164,-0.132,-0.048,0.13,611.76,0
354.0,-1.088,1.197,1.294,-1.176,-0.86,-1.476,0.308,0.196,0.543,-0.032,-0.125,-0.15,-0.825,0.069,0.581,0.527,-0.408,-0.475,-1.018,0.158,-0.15,-0.252,0.083,0.929,-0.252,0.675,0.094,-0.093,2.31,0
354.0,-0.687,0.79,2.242,2.406,0.36,0.279,0.104,0.399,-1.519,0.601,1.39,-0.192,-1.279,0.68,0.69,0.276,-0.089,-0.066,0.08,0.057,-0.146,-0.702,0.088,0.138,-0.13,-0.141,-0.011,-0.006,11.38,0
354.0,1.136,-0.174,0.731,0.712,-0.854,-0.495,-0.297,0.111,0.49,-0.02,0.996,0.476,-1.593,0.379,-0.684,0.027,-0.082,-0.14,0.471,-0.167,-0.244,-0.683,0.097,0.519,0.201,0.26,-0.04,0.007,23.88,0
355.0,0.019,0.472,0.868,-1.239,0.548,-0.503,0.809,-0.248,0.131,-0.485,-0.702,-0.213,-0.049,-0.065,0.659,0.169,-0.621,-0.691,-0.697,-0.107,0.021,0.265,0.067,-0.382,-1.305,0.646,-0.014,-0.012,2.61,0
355.0,1.086,0.127,0.499,1.334,-0.199,0.033,-0.016,0.116,0.016,0.039,1.344,1.286,-0.25,0.277,-0.808,-0.584,0.087,-0.547,-0.158,-0.163,-0.03,0.088,-0.059,0.246,0.602,-0.344,0.034,0.01,19.64,0
356.0,-1.244,1.106,2.871,3.015,-0.814,0.992,-0.337,0.455,-0.206,1.216,0.572,0.288,-0.702,-0.558,-0.962,-0.411,0.368,0.693,1.317,0.307,0.15,0.839,-0.309,0.576,0.305,0.49,0.206,0.255,20.48,0
356.0,1.021,0.155,-0.312,0.961,0.549,0.122,0.525,-0.054,-0.687,0.113,1.159,1.306,0.911,0.582,0.186,0.022,-0.609,-0.502,0.002,0.114,-0.225,-0.851,-0.078,-0.68,0.484,-0.606,-0.005,0.019,105.87,0
356.0,1.586,-1.169,-1.35,-2.505,1.106,3.135,-1.352,0.691,-2.091,1.523,-0.246,-1.062,0.466,-0.092,0.685,-0.191,0.045,0.393,0.129,-0.203,-0.2,-0.325,-0.071,0.997,0.681,-0.1,0.022,0.009,15.0,0
357.0,-0.712,1.547,1.8,2.489,0.45,1.074,0.309,0.451,-1.56,1.231,1.738,0.568,0.247,0.402,1.077,-0.41,0.269,-0.562,0.385,0.357,-0.115,-0.137,0.053,-0.328,-0.531,0.006,0.516,0.25,0.75,0
358.0,1.106,0.399,0.86,2.389,-0.366,-0.193,-0.122,0.151,-0.733,0.861,0.982,-0.08,-1.418,0.724,0.049,1.101,-0.839,0.186,-0.621,-0.2,-0.253,-0.953,0.182,0.222,0.084,-0.342,-0.017,0.021,17.43,0
358.0,-0.425,0.554,1.374,-0.447,0.288,-1.083,0.969,-0.347,-0.11,-0.259,-0.328,0.315,0.756,-0.301,0.281,0.312,-0.814,-0.384,-0.823,0.24,-0.023,0.104,0.025,0.425,-0.228,0.182,0.077,-0.099,41.64,0
359.0,1.262,0.256,0.513,0.619,-0.472,-0.989,0.065,-0.209,0.036,-0.067,-0.209,0.401,0.378,0.227,1.025,0.301,-0.428,-0.549,-0.118,-0.09,-0.257,-0.74,0.136,0.376,0.22,0.095,-0.029,0.019,1.29,0
360.0,1.295,0.297,0.069,0.573,-0.166,-0.781,0.031,-0.133,0.166,-0.263,-0.655,-0.281,-0.316,-0.193,1.203,0.665,-0.164,-0.046,0.009,-0.106,-0.331,-0.981,0.071,-0.211,0.267,0.13,-0.028,0.024,0.89,0
362.0,-0.693,0.292,1.575,-1.219,-0.302,0.671,0.333,0.154,1.199,-1.474,-1.39,-0.022,-0.243,-0.273,1.329,-1.16,0.281,0.32,1.589,0.023,0.128,0.679,-0.516,-0.87,0.644,-0.297,0.064,0.043,79.0,0
363.0,-1.029,0.911,1.915,2.469,-0.008,0.598,0.252,-0.332,-0.096,1.349,-1.126,-0.056,1.142,-0.985,0.41,0.292,-0.648,0.337,0.243,-0.186,0.205,0.949,-0.015,-0.065,-0.882,0.022,-0.673,0.086,37.92,0
365.0,-0.457,0.542,1.331,0.559,0.184,0.613,0.633,0.152,-0.202,-0.511,-1.364,-0.432,-0.477,0.006,0.519,-0.784,0.425,-0.491,1.319,0.194,-0.134,-0.316,-0.072,-0.75,-0.04,0.472,0.076,0.1,74.22,0
365.0,-1.209,0.949,-0.43,-2.64,2.601,3.057,0.473,0.281,0.853,1.024,0.025,-0.386,-0.162,-0.559,0.714,0.554,-1.394,-0.124,-0.369,0.41,-0.215,-0.45,-0.089,1.03,-0.049,0.672,-0.612,-0.224,0.68,0
366.0,-1.186,-0.387,1.623,1.636,1.103,-0.683,-0.303,0.286,-0.056,-0.174,-0.989,-0.886,-2.201,0.512,0.513,-1.145,0.788,-0.384,0.801,0.178,0.069,-0.007,0.041,0.041,0.009,-0.201,0.107,0.14,9.99,0
366.0,1.02,-0.639,0.942,0.121,-0.996,0.178,-0.59,0.154,0.836,-0.348,0.75,1.588,0.768,-0.519,-1.056,0.146,-0.269,-0.117,0.845,0.177,-0.141,-0.342,-0.061,0.117,0.145,0.933,-0.05,0.018,97.47,0
367.0,1.256,0.255,0.278,0.707,-0.496,-1.107,-0.008,-0.125,0.244,-0.241,-0.304,-0.507,-1.169,-0.01,1.247,0.544,0.074,-0.128,-0.189,-0.171,-0.304,-0.944,0.147,0.307,0.169,0.099,-0.032,0.028,1.29,0
368.0,1.239,0.103,0.372,0.44,-0.37,-0.509,-0.129,0.031,-0.011,0.139,0.986,0.312,-0.912,0.655,0.487,0.651,-0.724,0.207,0.302,-0.148,-0.241,-0.791,0.098,-0.035,0.19,0.101,-0.041,0.003,1.98,0
